"Nub_ID","Time","Species","Coral","Color","Colony","Treatment","Tank","Assignment","Memory_num","Fo","Fm","Yield"
"G021_Poc2_CH_0.2",0,"Pocillopora",21,"G",2,0,2,"CH",248,426,1339,0.682
"G022_Poc2_CH_T0.",0,"Pocillopora",22,"G",2,NA,NA,"T0",247,656,2190,0.7
"G023_Poc2_CH_1.2",0,"Pocillopora",23,"G",2,1,2,"CH",246,584,1874,0.688
"G024_Poc2_CH_3.2",0,"Pocillopora",24,"G",2,3,2,"CH",244,551,1735,0.682
"G025_Poc2_TP_2.2",0,"Pocillopora",25,"G",2,2,2,"TP",254,636,2010,0.684
"G026_Poc2_CH_2.1",0,"Pocillopora",26,"G",2,2,1,"CH",237,442,1480,0.701
"G027_Poc2_CH_1.3",0,"Pocillopora",27,"G",2,1,3,"CH",240,379,1298,0.708
"G028_Poc2_CH_4.2",0,"Pocillopora",28,"G",2,4,2,"CH",256,361,1153,0.687
"G029_Poc2_CH_2.2",0,"Pocillopora",29,"G",2,2,2,"CH",255,575,1673,0.656
"G030_Poc2_TP_0.1",0,"Pocillopora",30,"G",2,0,1,"TP",250,437,1383,0.684
"G031_Poc2_TP_4.2",0,"Pocillopora",31,"G",2,4,2,"TP",253,322,1126,0.714
"G032_Poc2_CH_1.1",0,"Pocillopora",32,"G",2,1,1,"CH",245,401,1781,0.775
"G033_Poc2_CH_3.3",0,"Pocillopora",33,"G",2,3,3,"CH",242,502,1821,0.724
"G034_Poc2_CH_T0.",0,"Pocillopora",34,"G",2,NA,NA,"T0",239,532,1684,0.684
"G035_Poc2_CH_0.3",0,"Pocillopora",35,"G",2,0,3,"CH",257,629,2041,0.692
"G036_Poc2_CH_0.1",0,"Pocillopora",36,"G",2,0,1,"CH",251,536,1747,0.693
"G037_Poc2_CH_2.3",0,"Pocillopora",37,"G",2,2,3,"CH",243,562,2013,0.721
"G038_Poc2_CH_4.3",0,"Pocillopora",38,"G",2,4,3,"CH",241,573,1946,0.706
"G039_Poc2_CH_3.1",0,"Pocillopora",39,"G",2,3,1,"CH",249,597,1798,0.668
"G040_Poc2_CH_4.1",0,"Pocillopora",40,"G",2,4,1,"CH",238,533,1686,0.684
"G041_Poc3_CH_1.2",0,"Pocillopora",41,"G",3,1,2,"CH",185,563,1972,0.715
"G042_Poc3_CH_1.1",0,"Pocillopora",42,"G",3,1,1,"CH",186,487,1607,0.697
"G043_Poc3_CH_3.3",0,"Pocillopora",43,"G",3,3,3,"CH",171,581,2024,0.713
"G044_Poc3_CH_T0.",0,"Pocillopora",44,"G",3,NA,NA,"T0",189,328,1064,0.692
"G045_Poc3_CH_4.3",0,"Pocillopora",45,"G",3,4,3,"CH",180,574,1883,0.695
"G046_Poc3_TP_4.3",0,"Pocillopora",46,"G",3,4,3,"TP",179,286,939,0.695
"G047_Poc3_TP_2.3",0,"Pocillopora",47,"G",3,2,3,"TP",182,458,1562,0.707
"G048_Poc3_CH_0.2",0,"Pocillopora",48,"G",3,0,2,"CH",176,607,2056,0.705
"G049_Poc3_CH_0.1",0,"Pocillopora",49,"G",3,0,1,"CH",168,363,1196,0.696
"G050_Poc3_CH_2.1",0,"Pocillopora",50,"G",3,2,1,"CH",187,611,1950,0.687
"G051_Poc3_TP_0.1",0,"Pocillopora",51,"G",3,0,1,"TP",169,614,1927,0.681
"G052_Poc3_CH_2.3",0,"Pocillopora",52,"G",3,2,3,"CH",177,554,2042,0.729
"G053_Poc3_CH_2.2",0,"Pocillopora",53,"G",3,2,2,"CH",173,454,1724,0.737
"G054_Poc3_CH_4.1",0,"Pocillopora",54,"G",3,4,1,"CH",183,379,1210,0.687
"G055_Poc3_CH_3.1",0,"Pocillopora",55,"G",3,3,1,"CH",175,531,1823,0.709
"G056_Poc3_CH_3.2",0,"Pocillopora",56,"G",3,3,2,"CH",190,540,1744,0.69
"G057_Poc3_CH_1.3",0,"Pocillopora",57,"G",3,1,3,"CH",191,426,1361,0.687
"G058_Poc3_CH_T0.",0,"Pocillopora",58,"G",3,NA,NA,"T0",181,589,1952,0.698
"G059_Poc3_CH_0.3",0,"Pocillopora",59,"G",3,0,3,"CH",184,481,1549,0.689
"G060_Poc3_CH_4.2",0,"Pocillopora",60,"G",3,4,2,"CH",178,252,939,0.732
"G061_Poc4_CH_3.3",0,"Pocillopora",61,"G",4,3,3,"CH",232,568,1759,0.677
"G062_Poc4_CH_1.3",0,"Pocillopora",62,"G",4,1,3,"CH",229,629,1998,0.685
"G063_Poc4_CH_2.1",0,"Pocillopora",63,"G",4,2,1,"CH",228,520,1558,0.666
"G064_Poc4_CH_T0.",0,"Pocillopora",64,"G",4,NA,NA,"T0",227,466,1515,0.692
"G065_Poc4_TP_2.1",0,"Pocillopora",65,"G",4,2,1,"TP",220,542,1642,0.67
"G066_Poc4_CH_1.2",0,"Pocillopora",66,"G",4,1,2,"CH",223,525,1633,0.679
"G067_Poc4_CH_T0.",0,"Pocillopora",67,"G",4,NA,NA,"T0",217,306,965,0.683
"G068_Poc4_CH_0.2",0,"Pocillopora",68,"G",4,0,2,"CH",233,434,1342,0.677
"G069_Poc4_TP_4.1",0,"Pocillopora",69,"G",4,4,1,"TP",222,511,1804,0.717
"G070_Poc4_CH_2.3",0,"Pocillopora",70,"G",4,2,3,"CH",226,518,1613,0.679
"G071_Poc4_TP_0.2",0,"Pocillopora",71,"G",4,0,2,"TP",230,486,1353,0.641
"G072_Poc4_CH_0.3",0,"Pocillopora",72,"G",4,0,3,"CH",225,445,1449,0.693
"G073_Poc4_CH_1.1",0,"Pocillopora",73,"G",4,1,1,"CH",216,386,1231,0.686
"G074_Poc4_CH_3.1",0,"Pocillopora",74,"G",4,3,1,"CH",215,519,1642,0.684
"G075_Poc4_CH_4.1",0,"Pocillopora",75,"G",4,4,1,"CH",234,652,2108,0.691
"G076_Poc4_CH_4.3",0,"Pocillopora",76,"G",4,4,3,"CH",231,383,1078,0.645
"G077_Poc4_CH_3.2",0,"Pocillopora",77,"G",4,3,2,"CH",224,430,1372,0.687
"G078_Poc4_CH_4.2",0,"Pocillopora",78,"G",4,4,2,"CH",221,621,1932,0.679
"G079_Poc4_CH_2.2",0,"Pocillopora",79,"G",4,2,2,"CH",219,354,1435,0.753
"G080_Poc4_CH_0.1",0,"Pocillopora",80,"G",4,0,1,"CH",218,612,2007,0.695
"G081_Poc5_CH_2.2",0,"Pocillopora",81,"G",5,2,2,"CH",296,286,787,0.637
"G082_Poc5_CH_3.2",0,"Pocillopora",82,"G",5,3,2,"CH",295,480,1517,0.684
"G083_Poc5_CH_T0.",0,"Pocillopora",83,"G",5,NA,NA,"T0",290,346,1076,0.678
"G084_Poc5_CH_T0.",0,"Pocillopora",84,"G",5,NA,NA,"T0",289,344,1032,0.667
"G085_Poc5_CH_4.1",0,"Pocillopora",85,"G",5,4,1,"CH",285,338,951,0.645
"G086_Poc5_CH_4.3",0,"Pocillopora",86,"G",5,4,3,"CH",283,545,1689,0.677
"G087_Poc5_TP_2.1",0,"Pocillopora",87,"G",5,2,1,"TP",286,414,1347,0.693
"G088_Poc5_CH_0.1",0,"Pocillopora",88,"G",5,0,1,"CH",293,487,1615,0.698
"G089_Poc5_CH_0.3",0,"Pocillopora",89,"G",5,0,3,"CH",288,622,1984,0.686
"G090_Poc5_TP_4.1",0,"Pocillopora",90,"G",5,4,1,"TP",294,588,1872,0.686
"G091_Poc5_CH_1.2",0,"Pocillopora",91,"G",5,1,2,"CH",281,270,770,0.649
"G092_Poc5_CH_1.1",0,"Pocillopora",92,"G",5,1,1,"CH",291,585,1722,0.66
"G093_Poc5_TP_0.3",0,"Pocillopora",93,"G",5,0,3,"TP",282,453,1138,0.602
"G094_Poc5_CH_3.1",0,"Pocillopora",94,"G",5,3,1,"CH",297,329,980,0.664
"G095_Poc5_CH_1.3",0,"Pocillopora",95,"G",5,1,3,"CH",299,518,1469,0.647
"G096_Poc5_CH_2.1",0,"Pocillopora",96,"G",5,2,1,"CH",292,476,1523,0.687
"G097_Poc5_CH_3.3",0,"Pocillopora",97,"G",5,3,3,"CH",287,598,1981,0.698
"G098_Poc5_CH_2.3",0,"Pocillopora",98,"G",5,2,3,"CH",284,495,1565,0.684
"G099_Poc5_CH_0.2",0,"Pocillopora",99,"G",5,0,2,"CH",279,535,1617,0.669
"G100_Poc5_CH_4.2",0,"Pocillopora",100,"G",5,4,2,"CH",280,528,1477,0.643
"G121_Por2_CH_1.2",0,"Porites",121,"G",2,1,2,"CH",124,304,863,0.648
"G122_Por2_CH_2.3",0,"Porites",122,"G",2,2,3,"CH",131,247,763,0.676
"G123_Por2_CH_0.3",0,"Porites",123,"G",2,0,3,"CH",126,314,878,0.642
"G124_Por2_CH_1.1",0,"Porites",124,"G",2,1,1,"CH",135,214,598,0.642
"G125_Por2_CH_4.2",0,"Porites",125,"G",2,4,2,"CH",130,302,876,0.655
"G126_Por2_CH_2.2",0,"Porites",126,"G",2,2,2,"CH",129,313,898,0.651
"G127_Por2_CH_4.1",0,"Porites",127,"G",2,4,1,"CH",128,286,847,0.662
"G128_Por2_CH_0.1",0,"Porites",128,"G",2,0,1,"CH",142,298,829,0.641
"G129_Por2_CH_3.2",0,"Porites",129,"G",2,3,2,"CH",132,338,932,0.637
"G130_Por2_CH_4.3",0,"Porites",130,"G",2,4,3,"CH",134,349,969,0.64
"G131_Por2_CH_T0.",0,"Porites",131,"G",2,NA,NA,"T0",143,265,783,0.662
"G132_Por2_CH_3.3",0,"Porites",132,"G",2,3,3,"CH",141,325,885,0.633
"G133_Por2_CH_T0.",0,"Porites",133,"G",2,NA,NA,"T0",127,290,840,0.655
"G134_Por2_CH_3.1",0,"Porites",134,"G",2,3,1,"CH",136,292,844,0.654
"G135_Por2_CH_0.2",0,"Porites",135,"G",2,0,2,"CH",140,303,848,0.643
"G136_Por2_TP_2.3",0,"Porites",136,"G",2,2,3,"TP",138,313,876,0.643
"G137_Por2_TP_4.1",0,"Porites",137,"G",2,4,1,"TP",125,424,1258,0.663
"G138_Por2_CH_1.3",0,"Porites",138,"G",2,1,3,"CH",137,307,885,0.653
"G139_Por2_TP_0.2",0,"Porites",139,"G",2,0,2,"TP",139,574,1601,0.641
"G140_Por2_CH_2.1",0,"Porites",140,"G",2,2,1,"CH",133,344,988,0.652
"G141_Por3_CH_0.2",0,"Porites",141,"G",3,0,2,"CH",104,255,712,0.642
"G142_Por3_CH_2.2",0,"Porites",142,"G",3,2,2,"CH",121,275,830,0.669
"G143_Por3_CH_1.2",0,"Porites",143,"G",3,1,2,"CH",106,254,710,0.642
"G144_Por3_CH_2.3",0,"Porites",144,"G",3,2,3,"CH",107,297,761,0.61
"G145_Por3_CH_1.3",0,"Porites",145,"G",3,1,3,"CH",112,280,829,0.662
"G146_Por3_CH_1.1",0,"Porites",146,"G",3,1,1,"CH",119,236,670,0.648
"G147_Por3_CH_4.1",0,"Porites",147,"G",3,4,1,"CH",113,279,817,0.659
"G148_Por3_CH_3.1",0,"Porites",148,"G",3,3,1,"CH",118,304,887,0.657
"G149_Por3_CH_2.1",0,"Porites",149,"G",3,2,1,"CH",105,278,818,0.66
"G150_Por3_TP_0.3",0,"Porites",150,"G",3,0,3,"TP",108,253,719,0.648
"G151_Por3_CH_0.1",0,"Porites",151,"G",3,0,1,"CH",120,283,798,0.645
"G152_Por3_CH_3.2",0,"Porites",152,"G",3,3,2,"CH",114,344,927,0.629
"G153_Por3_CH_4.2",0,"Porites",153,"G",3,4,2,"CH",123,295,887,0.667
"G154_Por3_CH_4.3",0,"Porites",154,"G",3,4,3,"CH",117,277,767,0.639
"G155_Por3_TP_4.2",0,"Porites",155,"G",3,4,2,"TP",111,268,768,0.651
"G156_Por3_CH_0.3",0,"Porites",156,"G",3,0,3,"CH",110,194,594,0.673
"G157_Por3_CH_T0.",0,"Porites",157,"G",3,NA,NA,"T0",115,225,657,0.658
"G158_Por3_CH_T0.",0,"Porites",158,"G",3,NA,NA,"T0",116,267,777,0.656
"G159_Por3_CH_3.3",0,"Porites",159,"G",3,3,3,"CH",122,267,790,0.662
"G160_Por3_TP_2.1",0,"Porites",160,"G",3,2,1,"TP",109,275,811,0.661
"G161_Por4_CH_2.2",0,"Porites",161,"G",4,2,2,"CH",47,349,972,0.641
"G162_Por4_CH_0.3",0,"Porites",162,"G",4,0,3,"CH",50,260,724,0.641
"G163_Por4_CH_4.3",0,"Porites",163,"G",4,4,3,"CH",49,331,915,0.638
"G164_Por4_CH_T0.",0,"Porites",164,"G",4,NA,NA,"T0",48,334,933,0.642
"G165_Por4_TP_0.1",0,"Porites",165,"G",4,0,1,"TP",51,381,1057,0.64
"G166_Por4_CH_2.3",0,"Porites",166,"G",4,2,3,"CH",57,336,958,0.649
"G167_Por4_CH_3.3",0,"Porites",167,"G",4,3,3,"CH",44,312,851,0.633
"G168_Por4_CH_1.1",0,"Porites",168,"G",4,1,1,"CH",43,310,863,0.641
"G169_Por4_CH_0.1",0,"Porites",169,"G",4,0,1,"CH",53,308,804,0.617
"G170_Por4_TP_2.2",0,"Porites",170,"G",4,2,2,"TP",58,330,928,0.644
"G171_Por4_TP_4.3",0,"Porites",171,"G",4,4,3,"TP",52,258,674,0.617
"G172_Por4_CH_T0.",0,"Porites",172,"G",4,NA,NA,"T0",54,344,931,0.631
"G173_Por4_CH_2.1",0,"Porites",173,"G",4,2,1,"CH",46,280,826,0.661
"G174_Por4_CH_4.1",0,"Porites",174,"G",4,4,1,"CH",60,350,1001,0.65
"G175_Por4_CH_1.3",0,"Porites",175,"G",4,1,3,"CH",59,259,715,0.638
"G176_Por4_CH_4.2",0,"Porites",176,"G",4,4,2,"CH",55,410,1096,0.626
"G177_Por4_CH_0.2",0,"Porites",177,"G",4,0,2,"CH",45,359,997,0.64
"G178_Por4_CH_3.1",0,"Porites",178,"G",4,3,1,"CH",62,354,997,0.645
"G179_Por4_CH_1.2",0,"Porites",179,"G",4,1,2,"CH",56,319,845,0.622
"G180_Por4_CH_3.2",0,"Porites",180,"G",4,3,2,"CH",61,329,873,0.623
"G181_Por5_CH_2.3",0,"Porites",181,"G",5,2,3,"CH",32,344,1059,0.675
"G182_Por5_TP_0.1",0,"Porites",182,"G",5,0,1,"TP",26,562,1244,0.548
"G183_Por5_TP_2.1",0,"Porites",183,"G",5,2,1,"TP",38,333,970,0.657
"G184_Por5_CH_T0.",0,"Porites",184,"G",5,NA,NA,"T0",31,326,948,0.656
"G185_Por5_CH_2.2",0,"Porites",185,"G",5,2,2,"CH",34,328,946,0.653
"G186_Por5_CH_4.2",0,"Porites",186,"G",5,4,2,"CH",33,269,748,0.64
"G187_Por5_CH_1.2",0,"Porites",187,"G",5,1,2,"CH",30,444,1152,0.615
"G188_Por5_CH_0.3",0,"Porites",188,"G",5,0,3,"CH",40,571,1453,0.607
"G189_Por5_CH_4.1",0,"Porites",189,"G",5,4,1,"CH",25,313,852,0.633
"G190_Por5_CH_0.2",0,"Porites",190,"G",5,0,2,"CH",39,401,974,0.588
"G191_Por5_CH_3.1",0,"Porites",191,"G",5,3,1,"CH",41,372,925,0.598
"G192_Por5_CH_2.1",0,"Porites",192,"G",5,2,1,"CH",23,565,1355,0.583
"G193_Por5_CH_1.1",0,"Porites",193,"G",5,1,1,"CH",37,363,896,0.595
"G194_Por5_CH_1.3",0,"Porites",194,"G",5,1,3,"CH",22,457,1259,0.637
"G195_Por5_CH_3.2",0,"Porites",195,"G",5,3,2,"CH",36,590,1331,0.557
"G196_Por5_CH_3.3",0,"Porites",196,"G",5,3,3,"CH",28,453,1166,0.611
"G197_Por5_CH_4.3",0,"Porites",197,"G",5,4,3,"CH",27,331,902,0.633
"G198_Por5_CH_T0.",0,"Porites",198,"G",5,NA,NA,"T0",24,440,1184,0.628
"G199_Por5_TP_4.1",0,"Porites",199,"G",5,4,1,"TP",42,303,865,0.65
"G200_Por5_CH_0.1",0,"Porites",200,"G",5,0,1,"CH",29,316,863,0.634
"R001_Poc6_CH_4.2",0,"Pocillopora",1,"R",6,4,2,"CH",274,462,1468,0.685
"R002_Poc6_CH_T0.",0,"Pocillopora",2,"R",6,NA,NA,"T0",270,589,1816,0.676
"R003_Poc6_CH_3.2",0,"Pocillopora",3,"R",6,3,2,"CH",269,415,1405,0.705
"R004_Poc6_CH_1.2",0,"Pocillopora",4,"R",6,1,2,"CH",263,466,1339,0.652
"R005_Poc6_TP_2.3",0,"Pocillopora",5,"R",6,2,3,"TP",276,549,1626,0.662
"R006_Poc6_CH_0.1",0,"Pocillopora",6,"R",6,0,1,"CH",259,416,1243,0.665
"R007_Poc6_CH_2.3",0,"Pocillopora",7,"R",6,2,3,"CH",275,495,1562,0.683
"R008_Poc6_TP_0.2",0,"Pocillopora",8,"R",6,0,2,"TP",262,594,1847,0.678
"R009_Poc6_CH_2.1",0,"Pocillopora",9,"R",6,2,1,"CH",272,483,1877,0.743
"R010_Poc6_CH_4.3",0,"Pocillopora",10,"R",6,4,3,"CH",268,287,938,0.694
"R011_Poc6_CH_2.2",0,"Pocillopora",11,"R",6,2,2,"CH",265,548,1766,0.69
"R012_Poc6_CH_0.3",0,"Pocillopora",12,"R",6,0,3,"CH",264,548,1881,0.709
"R013_Poc6_CH_1.3",0,"Pocillopora",13,"R",6,1,3,"CH",260,469,1582,0.704
"R014_Poc6_CH_3.3",0,"Pocillopora",14,"R",6,3,3,"CH",278,570,1816,0.686
"R015_Poc6_CH_4.1",0,"Pocillopora",15,"R",6,4,1,"CH",273,574,1817,0.684
"R016_Poc6_TP_4.2",0,"Pocillopora",16,"R",6,4,2,"TP",271,508,1544,0.671
"R017_Poc6_CH_T0.",0,"Pocillopora",17,"R",6,NA,NA,"T0",267,474,1609,0.705
"R018_Poc6_CH_3.1",0,"Pocillopora",18,"R",6,3,1,"CH",266,391,1432,0.727
"R019_Poc6_CH_1.1",0,"Pocillopora",19,"R",6,1,1,"CH",261,476,1649,0.711
"R020_Poc6_CH_0.2",0,"Pocillopora",20,"R",6,0,2,"CH",258,311,1016,0.694
"R021_Poc7_CH_3.2",0,"Pocillopora",21,"R",7,3,2,"CH",210,457,1210,0.622
"R022_Poc7_CH_0.3",0,"Pocillopora",22,"R",7,0,3,"CH",212,678,2027,0.666
"R023_Poc7_CH_0.1",0,"Pocillopora",23,"R",7,0,1,"CH",211,401,1206,0.667
"R024_Poc7_CH_2.1",0,"Pocillopora",24,"R",7,2,1,"CH",207,480,1427,0.664
"R025_Poc7_CH_1.2",0,"Pocillopora",25,"R",7,1,2,"CH",200,591,1745,0.661
"R026_Poc7_CH_4.2",0,"Pocillopora",26,"R",7,4,2,"CH",197,580,1683,0.655
"R027_Poc7_CH_1.1",0,"Pocillopora",27,"R",7,1,1,"CH",194,535,1483,0.639
"R028_Poc7_TP_2.2",0,"Pocillopora",28,"R",7,2,2,"TP",196,573,1641,0.651
"R029_Poc7_CH_3.3",0,"Pocillopora",29,"R",7,3,3,"CH",214,542,1577,0.656
"R030_Poc7_CH_3.1",0,"Pocillopora",30,"R",7,3,1,"CH",204,562,1589,0.646
"R031_Poc7_CH_4.1",0,"Pocillopora",31,"R",7,4,1,"CH",202,628,1918,0.673
"R032_Poc7_TP_0.3",0,"Pocillopora",32,"R",7,0,3,"TP",193,310,879,0.647
"R033_Poc7_CH_4.3",0,"Pocillopora",33,"R",7,4,3,"CH",199,469,1519,0.691
"R034_Poc7_CH_T0.",0,"Pocillopora",34,"R",7,NA,NA,"T0",205,567,1646,0.656
"R035_Poc7_CH_T0.",0,"Pocillopora",35,"R",7,NA,NA,"T0",208,642,1816,0.646
"R036_Poc7_CH_0.2",0,"Pocillopora",36,"R",7,0,2,"CH",213,518,1418,0.635
"R037_Poc7_CH_2.3",0,"Pocillopora",37,"R",7,2,3,"CH",209,626,1888,0.668
"R038_Poc7_CH_2.2",0,"Pocillopora",38,"R",7,2,2,"CH",206,461,1288,0.642
"R039_Poc7_TP_4.3",0,"Pocillopora",39,"R",7,4,3,"TP",198,632,1914,0.67
"R040_Poc7_CH_1.3",0,"Pocillopora",40,"R",7,1,3,"CH",195,510,1485,0.657
"R041_Poc8_TP_0.2",0,"Pocillopora",41,"R",8,0,2,"TP",159,569,1818,0.687
"R042_Poc8_TP_2.3",0,"Pocillopora",42,"R",8,2,3,"TP",155,502,1848,0.728
"R043_Poc8_CH_4.3",0,"Pocillopora",43,"R",8,4,3,"CH",158,477,1444,0.67
"R044_Poc8_CH_T0.",0,"Pocillopora",44,"R",8,NA,NA,"T0",161,459,1595,0.712
"R045_Poc8_CH_2.2",0,"Pocillopora",45,"R",8,2,2,"CH",166,438,1382,0.683
"R046_Poc8_CH_4.1",0,"Pocillopora",46,"R",8,4,1,"CH",164,435,1537,0.717
"R047_Poc8_TP_4.3",0,"Pocillopora",47,"R",8,4,3,"TP",167,488,1549,0.685
"R048_Poc8_CH_3.2",0,"Pocillopora",48,"R",8,3,2,"CH",151,425,1348,0.685
"R049_Poc8_CH_1.2",0,"Pocillopora",49,"R",8,1,2,"CH",160,415,1448,0.713
"R050_Poc8_CH_4.2",0,"Pocillopora",50,"R",8,4,2,"CH",156,510,1727,0.705
"R051_Poc8_CH_T0.",0,"Pocillopora",51,"R",8,NA,NA,"T0",165,474,1526,0.689
"R052_Poc8_CH_0.3",0,"Pocillopora",52,"R",8,0,3,"CH",163,204,615,0.668
"R053_Poc8_CH_1.1",0,"Pocillopora",53,"R",8,1,1,"CH",149,231,704,0.672
"R054_Poc8_CH_3.1",0,"Pocillopora",54,"R",8,3,1,"CH",150,571,1950,0.707
"R055_Poc8_CH_2.3",0,"Pocillopora",55,"R",8,2,3,"CH",162,346,936,0.63
"R056_Poc8_CH_3.3",0,"Pocillopora",56,"R",8,3,3,"CH",154,307,1016,0.698
"R057_Poc8_CH_1.3",0,"Pocillopora",57,"R",8,1,3,"CH",157,482,1684,0.714
"R058_Poc8_CH_0.1",0,"Pocillopora",58,"R",8,0,1,"CH",152,319,1020,0.687
"R059_Poc8_CH_2.1",0,"Pocillopora",59,"R",8,2,1,"CH",148,430,1349,0.681
"R060_Poc8_CH_0.2",0,"Pocillopora",60,"R",8,0,2,"CH",153,484,1579,0.693
"R101_Por6_CH_0.2",0,"Porites",101,"R",6,0,2,"CH",18,418,1108,0.623
"R102_Por6_TP_2.2",0,"Porites",102,"R",6,2,2,"TP",15,383,1051,0.636
"R103_Por6_CH_2.2",0,"Porites",103,"R",6,2,2,"CH",12,593,1448,0.59
"R104_Por6_CH_3.3",0,"Porites",104,"R",6,3,3,"CH",11,235,606,0.612
"R105_Por6_CH_1.1",0,"Porites",105,"R",6,1,1,"CH",7,338,844,0.6
"R106_Por6_CH_3.2",0,"Porites",106,"R",6,3,2,"CH",1,382,1048,0.635
"R107_Por6_CH_T0.",0,"Porites",107,"R",6,NA,NA,"T0",2,439,1156,0.62
"R108_Por6_TP_0.2",0,"Porites",108,"R",6,0,2,"TP",20,594,1736,0.658
"R109_Por6_CH_2.1",0,"Porites",109,"R",6,2,1,"CH",17,404,1073,0.623
"R110_Por6_TP_4.3",0,"Porites",110,"R",6,4,3,"TP",14,656,1763,0.628
"R111_Por6_CH_1.3",0,"Porites",111,"R",6,1,3,"CH",13,550,1354,0.594
"R112_Por6_CH_4.2",0,"Porites",112,"R",6,4,2,"CH",9,483,1313,0.632
"R113_Por6_CH_0.3",0,"Porites",113,"R",6,0,3,"CH",10,585,1439,0.593
"R114_Por6_CH_T0.",0,"Porites",114,"R",6,NA,NA,"T0",3,290,746,0.611
"R115_Por6_CH_2.3",0,"Porites",115,"R",6,2,3,"CH",21,550,1332,0.587
"R116_Por6_CH_1.2",0,"Porites",116,"R",6,1,2,"CH",19,262,672,0.61
"R117_Por6_CH_3.1",0,"Porites",117,"R",6,3,1,"CH",16,363,936,0.612
"R118_Por6_CH_4.1",0,"Porites",118,"R",6,4,1,"CH",8,504,1316,0.617
"R119_Por6_CH_0.1",0,"Porites",119,"R",6,0,1,"CH",6,346,908,0.619
"R120_Por6_CH_4.3",0,"Porites",120,"R",6,4,3,"CH",5,334,792,0.578
"R121_Por7_CH_3.3",0,"Porites",121,"R",7,3,3,"CH",72,630,1527,0.587
"R122_Por7_CH_0.2",0,"Porites",122,"R",7,0,2,"CH",65,428,1149,0.628
"R123_Por7_TP_0.3",0,"Porites",123,"R",7,0,3,"TP",74,547,1434,0.619
"R124_Por7_CH_T0.",0,"Porites",124,"R",7,NA,NA,"T0",76,409,1014,0.597
"R125_Por7_TP_4.2",0,"Porites",125,"R",7,4,2,"TP",78,338,817,0.586
"R126_Por7_TP_2.3",0,"Porites",126,"R",7,2,3,"TP",68,264,654,0.596
"R127_Por7_CH_2.3",0,"Porites",127,"R",7,2,3,"CH",81,413,1077,0.617
"R128_Por7_CH_2.2",0,"Porites",128,"R",7,2,2,"CH",73,343,924,0.629
"R129_Por7_CH_4.2",0,"Porites",129,"R",7,4,2,"CH",69,282,775,0.636
"R130_Por7_CH_1.3",0,"Porites",130,"R",7,1,3,"CH",79,367,964,0.619
"R131_Por7_CH_4.3",0,"Porites",131,"R",7,4,3,"CH",82,477,1263,0.622
"R132_Por7_CH_1.1",0,"Porites",132,"R",7,1,1,"CH",64,270,714,0.622
"R133_Por7_CH_3.1",0,"Porites",133,"R",7,3,1,"CH",71,270,763,0.646
"R134_Por7_CH_0.3",0,"Porites",134,"R",7,0,3,"CH",75,383,985,0.611
"R135_Por7_CH_1.2",0,"Porites",135,"R",7,1,2,"CH",66,438,1099,0.601
"R136_Por7_CH_3.2",0,"Porites",136,"R",7,3,2,"CH",80,386,1009,0.617
"R137_Por7_CH_T0.",0,"Porites",137,"R",7,NA,NA,"T0",67,258,685,0.623
"R138_Por7_CH_2.1",0,"Porites",138,"R",7,2,1,"CH",70,441,1059,0.584
"R139_Por7_CH_4.1",0,"Porites",139,"R",7,4,1,"CH",77,537,1430,0.624
"R140_Por7_CH_0.1",0,"Porites",140,"R",7,0,1,"CH",63,537,1401,0.617
"R161_Por8_CH_2.1",0,"Porites",161,"R",8,2,1,"CH",89,352,941,0.626
"R162_Por8_CH_0.2",0,"Porites",162,"R",8,0,2,"CH",85,330,847,0.61
"R163_Por8_TP_2.1",0,"Porites",163,"R",8,2,1,"TP",88,352,840,0.581
"R164_Por8_CH_0.3",0,"Porites",164,"R",8,0,3,"CH",83,279,786,0.645
"R165_Por8_CH_T0.",0,"Porites",165,"R",8,NA,NA,"T0",84,368,1025,0.641
"R166_Por8_CH_T0.",0,"Porites",166,"R",8,NA,NA,"T0",92,237,694,0.659
"R167_Por8_TP_4.2",0,"Porites",167,"R",8,4,2,"TP",90,258,716,0.64
"R168_Por8_CH_1.2",0,"Porites",168,"R",8,1,2,"CH",93,255,737,0.654
"R169_Por8_CH_3.2",0,"Porites",169,"R",8,3,2,"CH",99,264,767,0.656
"R170_Por8_CH_4.3",0,"Porites",170,"R",8,4,3,"CH",101,281,821,0.658
"R171_Por8_CH_4.2",0,"Porites",171,"R",8,4,2,"CH",103,252,667,0.622
"R172_Por8_CH_2.2",0,"Porites",172,"R",8,2,2,"CH",86,278,747,0.628
"R173_Por8_CH_4.1",0,"Porites",173,"R",8,4,1,"CH",102,293,742,0.605
"R174_Por8_CH_0.1",0,"Porites",174,"R",8,0,1,"CH",96,316,929,0.66
"R175_Por8_CH_1.1",0,"Porites",175,"R",8,1,1,"CH",100,251,728,0.655
"R176_Por8_CH_3.3",0,"Porites",176,"R",8,3,3,"CH",98,264,756,0.651
"R177_Por8_CH_2.3",0,"Porites",177,"R",8,2,3,"CH",95,340,970,0.649
"R178_Por8_CH_1.3",0,"Porites",178,"R",8,1,3,"CH",91,453,1094,0.586
"R179_Por8_TP_0.3",0,"Porites",179,"R",8,0,3,"TP",94,583,1439,0.595
